customer_id,age,gender,country,product_id,product_category,price,discount,payment_type,quantity,order_date,shipping_days,device_type,referral_source,session_duration,clicks,returned,rating,review_length,churn
9463,22,Other,Canada,8208,Electronics,206.69,24.16,Credit Card,4,2023-10-07,3,Desktop,Google,680,38,0,5,490,0
9464,66,Other,Canada,5937,Home,377.06,5.1,Cash,1,2023-05-02,5,Desktop,Instagram,618,40,0,1,29,0
9465,43,Other,Germany,3891,Electronics,922.62,45.61,Debit Card,2,2022-10-13,8,Desktop,Google,152,31,0,3,228,0
9466,22,Female,Australia,8732,Beauty,474.29,38.64,PayPal,4,2023-02-16,5,Desktop,Direct,659,48,0,5,302,0
9467,39,Male,Australia,9485,Beauty,120.42,10.89,UPI,4,2023-10-07,5,Mobile,Direct,955,5,0,3,398,0
9468,32,Female,Germany,6878,Sports,600.24,38.85,Debit Card,2,2022-12-04,9,Mobile,Email,877,24,0,2,258,0
9469,30,Female,USA,6123,Clothing,470.01,12.16,PayPal,1,2022-12-23,9,Tablet,Email,110,10,0,4,499,0
9470,45,Male,India,4449,Beauty,579.41,40.18,UPI,1,2022-11-04,7,Mobile,Instagram,970,5,0,2,393,1
9471,50,Other,UK,6960,Beauty,945.79,2.06,Debit Card,2,2022-11-22,2,Desktop,Facebook,473,20,0,3,90,0
9472,60,Male,Germany,6905,Electronics,558.14,17.13,Credit Card,3,2022-10-18,9,Tablet,Direct,949,17,0,1,81,1
9473,40,Other,Canada,6422,Home,797.81,1.4,PayPal,4,2022-02-01,3,Mobile,Direct,327,17,0,3,328,0
9474,50,Female,India,1410,Clothing,525.94,2.8,PayPal,3,2022-03-10,4,Mobile,Instagram,131,4,0,5,222,0
9475,60,Male,India,4178,Sports,512.14,17.87,UPI,2,2022-07-02,4,Tablet,Google,638,43,0,1,496,0
9476,35,Male,USA,4355,Books,792.28,1.74,PayPal,4,2022-03-23,6,Desktop,Direct,679,1,0,2,372,0
9477,67,Other,Canada,4768,Sports,358.45,32.39,PayPal,2,2023-07-05,3,Mobile,Email,241,34,0,5,453,0
9478,47,Male,India,5681,Home,495.51,15.36,PayPal,3,2023-06-15,6,Tablet,Google,971,22,0,3,91,0
9479,43,Female,Canada,1737,Books,696.64,38.4,Credit Card,1,2022-12-22,3,Desktop,Instagram,369,20,0,5,460,0
9480,33,Male,UK,3806,Books,929.93,16.6,UPI,4,2022-04-20,1,Tablet,Direct,466,6,0,3,364,0
9481,30,Male,Canada,5484,Home,616.09,46.94,Cash,2,2022-01-22,3,Desktop,Email,729,24,0,1,454,0
9482,56,Female,India,8571,Sports,569.59,49.12,Credit Card,2,2022-12-12,6,Mobile,Instagram,195,19,0,5,189,0
9483,50,Other,Australia,3870,Books,218.95,15.66,Debit Card,1,2023-11-24,1,Tablet,Facebook,299,13,0,1,27,0
9484,43,Male,Canada,9285,Books,289.64,47.37,Credit Card,1,2022-06-07,7,Desktop,Facebook,536,4,0,2,252,1
9485,65,Other,Canada,6664,Books,311.97,26.74,Credit Card,4,2023-01-07,3,Mobile,Google,234,42,0,3,0,0
9486,18,Male,Australia,3239,Home,725.34,36.55,Debit Card,2,2022-04-19,3,Tablet,Instagram,823,18,0,5,334,0
9487,66,Female,Canada,8937,Beauty,714.55,19.69,Debit Card,4,2022-03-22,5,Desktop,Instagram,457,15,0,5,198,1
9488,55,Other,India,8356,Books,253.09,26.41,Debit Card,1,2022-05-26,1,Mobile,Google,65,42,0,4,360,0
9489,19,Male,UK,5753,Beauty,35.69,4.78,Cash,2,2022-11-21,3,Desktop,Instagram,706,3,0,2,147,0
9490,66,Other,Canada,7828,Electronics,90.81,47.19,Debit Card,2,2023-07-05,9,Mobile,Facebook,50,21,0,5,193,0
9491,23,Male,UK,6198,Electronics,662.67,28.63,Credit Card,4,2023-07-01,7,Desktop,Facebook,196,35,0,1,196,0
9492,63,Female,India,3710,Electronics,642.93,41.27,Cash,1,2022-08-02,2,Desktop,Google,109,31,0,1,99,0
9493,67,Female,Germany,6425,Home,858.15,19.0,Cash,1,2022-12-03,9,Tablet,Facebook,729,14,0,2,289,0
9494,55,Male,Canada,2667,Sports,41.21,39.15,Debit Card,3,2023-01-07,8,Desktop,Google,386,4,1,3,462,0
9495,59,Male,UK,7155,Clothing,68.78,36.66,Debit Card,4,2023-09-10,2,Desktop,Email,315,21,0,4,491,1
9496,41,Other,Canada,9087,Beauty,843.71,7.05,UPI,4,2023-08-14,7,Tablet,Email,621,5,0,3,446,0
9497,35,Male,USA,4472,Sports,763.17,28.45,Cash,1,2022-04-16,8,Tablet,Instagram,174,31,0,2,221,1
9498,44,Other,USA,7232,Sports,966.62,39.83,Cash,4,2022-04-20,1,Tablet,Email,215,1,0,3,72,0
9499,58,Male,India,8548,Sports,351.4,2.52,Cash,3,2022-12-09,4,Desktop,Direct,53,22,0,2,164,0
9500,25,Female,Australia,2972,Sports,841.06,38.12,Debit Card,4,2023-12-21,8,Tablet,Email,729,20,0,3,142,1
9501,45,Other,UK,5806,Home,331.39,46.65,Debit Card,1,2022-10-12,7,Tablet,Facebook,769,4,0,3,476,1
9502,27,Other,UK,1546,Beauty,768.02,48.11,Cash,3,2023-06-26,5,Tablet,Instagram,707,17,0,4,234,0
9503,34,Female,Australia,8137,Sports,662.69,27.99,Cash,4,2022-06-20,4,Mobile,Facebook,815,39,0,2,128,1
9504,46,Other,Australia,9730,Clothing,610.34,47.65,PayPal,2,2023-06-05,4,Tablet,Email,37,38,0,3,235,1
9505,23,Female,Canada,4234,Sports,301.1,26.29,Cash,2,2022-10-22,5,Tablet,Direct,984,17,0,3,229,1
9506,31,Female,USA,3575,Home,225.13,1.93,Debit Card,1,2023-05-05,6,Tablet,Facebook,997,28,0,2,400,1
9507,39,Female,Canada,4742,Books,616.94,19.05,PayPal,1,2022-08-10,2,Desktop,Email,703,12,0,1,455,0
9508,23,Male,Canada,4388,Books,311.86,11.5,Debit Card,2,2022-11-06,7,Mobile,Instagram,539,37,0,1,422,0
9509,43,Female,Australia,3424,Books,787.28,17.37,Credit Card,3,2022-08-26,6,Desktop,Email,856,38,0,5,139,0
9510,56,Other,India,5477,Home,898.84,10.88,UPI,1,2023-04-28,9,Mobile,Email,533,4,0,3,446,1
9511,29,Male,Germany,1753,Clothing,430.08,1.81,Credit Card,2,2022-09-19,1,Tablet,Email,492,49,0,2,5,0
9512,52,Female,India,3849,Clothing,603.53,44.92,Credit Card,4,2022-11-12,8,Tablet,Instagram,486,14,0,3,449,1
9513,31,Female,India,2152,Electronics,230.84,48.68,Credit Card,2,2022-06-12,5,Desktop,Instagram,81,8,0,2,24,0
9514,39,Female,India,7216,Electronics,632.38,10.6,Credit Card,4,2022-06-21,1,Tablet,Facebook,582,23,0,1,31,0
9515,68,Other,Canada,2515,Electronics,332.2,13.18,PayPal,3,2022-10-24,7,Mobile,Direct,52,47,0,4,39,0
9516,40,Male,Canada,8596,Beauty,501.85,32.98,Credit Card,4,2022-08-31,9,Desktop,Google,204,31,1,5,232,0
9517,65,Male,Canada,5735,Electronics,795.07,46.82,Cash,3,2023-05-26,9,Desktop,Google,223,31,0,5,377,1
9518,24,Male,Canada,4385,Sports,518.87,29.99,UPI,2,2023-12-28,8,Tablet,Instagram,775,48,0,5,384,0
9519,57,Other,Australia,9363,Electronics,301.01,0.96,Debit Card,4,2022-11-30,9,Tablet,Google,78,25,0,1,291,0
9520,67,Female,USA,3922,Home,650.71,43.26,Cash,1,2023-10-18,3,Mobile,Direct,348,47,0,2,252,0
9521,42,Male,UK,4431,Clothing,699.31,10.43,PayPal,3,2023-07-09,2,Tablet,Email,155,27,0,4,3,0
9522,30,Female,USA,2740,Books,800.17,46.0,Debit Card,4,2023-12-28,5,Mobile,Facebook,576,3,0,5,135,1
9523,38,Other,UK,4576,Home,673.92,44.13,Credit Card,2,2023-11-25,5,Desktop,Instagram,375,24,0,5,20,0
9524,58,Male,Canada,5773,Clothing,987.22,31.54,Debit Card,3,2023-04-18,1,Mobile,Google,105,3,0,4,128,0
9525,27,Other,USA,9463,Home,20.38,48.88,Cash,1,2023-06-15,5,Mobile,Direct,189,48,0,5,348,0
9526,26,Male,UK,1666,Sports,646.87,38.36,Cash,4,2023-02-26,5,Desktop,Direct,288,22,0,2,7,0
9527,32,Male,Germany,8908,Home,94.77,48.71,Credit Card,4,2023-07-21,5,Mobile,Email,117,24,0,2,456,0
9528,69,Female,India,1879,Clothing,881.27,41.64,PayPal,3,2022-03-16,5,Mobile,Facebook,906,26,0,5,27,0
9529,19,Other,UK,8759,Beauty,70.25,10.83,UPI,1,2023-01-04,3,Desktop,Email,820,11,0,3,239,0
9530,42,Male,Australia,6765,Clothing,999.21,6.49,Debit Card,4,2023-03-22,1,Mobile,Google,766,27,0,3,62,0
9531,30,Male,USA,1295,Clothing,794.48,31.62,Debit Card,4,2023-06-27,3,Mobile,Instagram,833,13,0,4,221,0
9532,51,Other,USA,9300,Clothing,991.89,33.06,UPI,3,2022-01-12,3,Mobile,Direct,383,8,0,5,65,1
9533,68,Female,Germany,6430,Clothing,848.03,14.32,UPI,1,2023-09-15,4,Desktop,Email,890,41,0,3,324,0
9534,51,Other,UK,9985,Home,242.19,39.41,Debit Card,3,2023-12-19,9,Tablet,Facebook,622,29,0,4,442,0
9535,52,Male,India,7169,Electronics,189.04,11.94,Credit Card,4,2022-06-07,2,Mobile,Email,461,46,1,4,273,0
9536,55,Other,USA,6365,Beauty,238.34,28.2,Credit Card,3,2023-10-05,4,Tablet,Instagram,856,33,0,1,493,0
9537,20,Female,Canada,5963,Electronics,240.18,4.33,Debit Card,1,2022-01-02,6,Desktop,Facebook,712,35,0,3,54,1
9538,59,Female,Australia,4247,Home,519.75,43.54,UPI,3,2023-02-12,4,Desktop,Instagram,656,37,0,4,449,0
9539,23,Female,Canada,2537,Beauty,540.37,20.32,Credit Card,3,2023-03-01,7,Desktop,Email,795,7,0,1,86,1
9540,65,Female,UK,2280,Clothing,850.88,9.42,Credit Card,1,2022-05-04,9,Desktop,Facebook,360,42,0,4,499,0
9541,66,Female,Australia,9325,Books,293.37,17.31,Cash,4,2022-09-15,1,Tablet,Facebook,47,6,0,4,135,0
9542,36,Female,Germany,2526,Home,245.58,30.25,Credit Card,3,2023-06-28,3,Desktop,Direct,260,7,0,3,330,0
9543,20,Female,India,1291,Electronics,321.03,0.77,Credit Card,4,2022-10-24,6,Mobile,Facebook,852,27,0,5,131,0
9544,35,Male,UK,1526,Electronics,57.32,40.28,Debit Card,4,2022-05-24,8,Desktop,Instagram,74,48,0,3,410,0
9545,56,Other,UK,2216,Beauty,76.33,26.09,UPI,1,2022-11-07,6,Desktop,Direct,542,10,0,3,413,1
9546,26,Female,Australia,7994,Books,310.55,2.15,PayPal,1,2022-12-22,2,Desktop,Facebook,317,2,0,2,248,0
9547,69,Other,India,2877,Clothing,747.05,46.91,Credit Card,3,2022-01-05,6,Desktop,Email,924,11,0,3,460,1
9548,29,Other,USA,1342,Books,574.15,4.49,Debit Card,4,2023-04-07,1,Desktop,Instagram,347,38,0,5,311,0
9549,22,Male,Canada,3118,Beauty,225.69,27.12,Cash,4,2022-10-28,2,Desktop,Direct,675,47,0,1,128,0
9550,20,Other,USA,3314,Beauty,768.76,0.61,Credit Card,3,2023-12-25,8,Desktop,Email,542,31,0,2,275,0
9551,28,Other,Germany,3383,Electronics,417.28,13.2,UPI,4,2023-11-17,6,Tablet,Email,156,7,0,3,61,0
9552,47,Female,India,4365,Clothing,841.39,10.86,Cash,2,2023-12-16,6,Tablet,Direct,895,47,0,2,56,1
9553,21,Female,USA,3615,Sports,900.47,17.28,PayPal,4,2022-08-11,4,Desktop,Email,480,48,0,1,223,0
9554,22,Other,UK,7946,Books,804.59,17.71,Credit Card,4,2022-07-16,9,Mobile,Instagram,436,6,0,3,408,0
9555,18,Female,UK,9195,Books,978.13,21.09,Cash,1,2023-09-10,5,Desktop,Google,870,13,0,4,346,0
9556,44,Male,Germany,5061,Clothing,371.55,27.72,Credit Card,2,2023-04-11,6,Tablet,Email,232,44,0,5,354,0
9557,45,Other,Germany,5861,Clothing,9.05,35.18,Debit Card,3,2022-02-13,9,Desktop,Direct,514,25,0,1,358,0
9558,46,Other,India,5090,Books,50.73,47.45,Cash,2,2023-01-01,1,Desktop,Instagram,997,7,0,5,266,0
9559,35,Male,USA,2203,Electronics,921.79,15.3,Cash,2,2022-09-07,8,Mobile,Google,614,3,0,1,150,0
9560,29,Male,UK,8521,Clothing,687.34,41.54,PayPal,4,2023-04-23,8,Tablet,Direct,832,48,0,2,468,0
9561,30,Male,India,7715,Electronics,167.23,11.84,PayPal,3,2023-08-19,8,Tablet,Google,247,13,0,1,493,0
9562,58,Male,India,6793,Books,683.82,35.16,UPI,4,2023-10-05,2,Tablet,Instagram,639,12,0,5,234,0
9563,19,Other,UK,7741,Beauty,924.49,2.83,Cash,4,2022-01-02,5,Tablet,Direct,807,22,0,2,444,0
9564,54,Female,USA,1914,Home,609.83,28.6,Cash,1,2023-02-22,6,Mobile,Google,106,26,1,2,130,1
9565,62,Female,Canada,6548,Clothing,771.78,27.84,UPI,2,2023-07-27,9,Desktop,Google,771,23,0,4,98,1
9566,33,Female,Germany,1546,Books,899.66,4.53,Cash,3,2022-03-14,5,Mobile,Instagram,952,37,0,1,387,0
9567,65,Female,Australia,9873,Sports,596.08,43.05,Debit Card,4,2022-02-11,6,Tablet,Instagram,644,19,0,2,172,0
9568,41,Male,USA,7670,Electronics,914.71,2.45,Debit Card,1,2022-08-21,8,Mobile,Instagram,404,31,0,3,245,0
9569,52,Female,Canada,2079,Electronics,828.29,35.81,Debit Card,3,2023-10-04,7,Tablet,Instagram,212,36,0,5,92,1
9570,39,Female,Canada,7885,Sports,205.84,47.65,Credit Card,1,2023-12-21,9,Tablet,Google,776,43,0,1,492,0
9571,53,Other,UK,5835,Beauty,254.92,16.26,UPI,4,2022-09-28,8,Mobile,Facebook,669,30,0,4,254,0
9572,28,Other,Canada,3031,Books,935.0,31.76,UPI,4,2023-09-18,2,Mobile,Instagram,535,25,0,1,420,0
9573,63,Female,Germany,1326,Home,626.31,32.5,Debit Card,3,2023-01-12,1,Mobile,Facebook,142,28,0,4,40,0
9574,46,Male,India,2173,Books,232.58,7.93,PayPal,4,2022-02-19,7,Desktop,Google,119,33,0,2,186,0
9575,52,Female,USA,4238,Home,86.8,7.34,Debit Card,3,2022-11-03,5,Desktop,Google,513,21,0,5,170,1
9576,65,Male,Australia,8259,Clothing,969.21,23.88,Cash,4,2023-06-05,2,Desktop,Google,240,5,0,2,172,0
9577,32,Other,Germany,9139,Beauty,397.26,2.15,Cash,2,2022-05-16,8,Tablet,Direct,105,28,0,5,218,0
9578,48,Male,Canada,6931,Beauty,569.24,11.35,Cash,3,2023-02-02,9,Desktop,Email,908,35,0,2,305,0
9579,59,Female,India,3467,Electronics,878.67,16.32,Credit Card,2,2023-06-01,9,Mobile,Instagram,97,10,0,1,424,0
9580,58,Other,India,1253,Clothing,118.4,44.58,Cash,4,2023-05-02,6,Desktop,Google,216,40,0,4,400,0
9581,60,Female,Canada,3950,Sports,430.72,2.64,UPI,3,2023-08-30,3,Mobile,Instagram,185,1,0,2,61,0
9582,33,Female,Germany,2556,Beauty,149.66,41.0,Cash,4,2023-08-04,6,Mobile,Email,632,44,0,2,327,1
9583,27,Male,Australia,8339,Home,970.95,9.76,UPI,1,2022-08-30,8,Desktop,Email,964,49,0,2,433,0
9584,66,Female,Canada,3893,Beauty,991.96,16.4,Debit Card,4,2022-05-10,7,Mobile,Facebook,257,20,0,1,254,1
9585,49,Female,USA,2158,Electronics,98.91,11.25,Credit Card,1,2022-07-04,3,Mobile,Direct,878,19,0,3,382,0
9586,68,Other,India,1580,Beauty,560.47,46.98,Cash,2,2023-09-11,3,Desktop,Instagram,528,44,0,2,171,0
9587,19,Male,UK,6988,Sports,574.98,0.84,UPI,1,2022-10-06,6,Mobile,Google,378,5,0,2,69,1
9588,41,Male,India,2170,Home,300.76,47.63,Debit Card,3,2023-06-16,7,Tablet,Direct,759,36,0,1,423,0
9589,40,Other,Canada,9792,Clothing,187.16,12.97,Cash,2,2022-06-19,2,Tablet,Facebook,694,23,0,4,23,0
9590,19,Other,Australia,9075,Clothing,836.2,16.49,UPI,2,2023-09-16,9,Tablet,Google,244,36,0,4,104,0
9591,55,Male,Canada,8731,Beauty,814.62,29.89,Credit Card,1,2022-03-15,2,Desktop,Direct,56,26,0,4,86,0
9592,48,Other,UK,9874,Electronics,717.33,44.08,Credit Card,1,2022-05-31,7,Desktop,Facebook,461,18,0,2,135,0
9593,68,Male,UK,2294,Clothing,912.04,2.21,Credit Card,2,2023-06-19,7,Tablet,Instagram,739,22,0,5,309,0
9594,57,Other,India,1611,Home,642.07,21.17,PayPal,4,2022-10-03,9,Mobile,Email,212,23,0,5,216,0
9595,43,Male,Canada,2214,Electronics,633.07,11.41,Cash,2,2023-12-22,7,Tablet,Direct,483,24,0,4,191,0
9596,46,Male,India,4477,Electronics,283.27,48.85,Credit Card,2,2023-07-15,9,Tablet,Facebook,166,46,0,2,304,0
9597,20,Other,Germany,6103,Beauty,596.81,26.64,Credit Card,1,2023-06-14,1,Desktop,Facebook,288,43,0,4,300,0
9598,31,Female,Canada,4261,Electronics,32.74,24.61,Debit Card,3,2023-09-19,2,Desktop,Instagram,131,29,0,1,245,0
9599,42,Female,Australia,8941,Books,541.33,15.07,UPI,4,2023-09-21,9,Mobile,Direct,644,4,0,2,74,1
9600,65,Other,India,4596,Sports,418.32,37.79,UPI,4,2023-08-06,5,Tablet,Google,883,43,1,3,388,0
9601,18,Male,Australia,8863,Sports,210.0,21.52,Cash,1,2023-06-09,9,Tablet,Direct,666,7,0,1,88,0
9602,20,Other,Canada,3547,Books,232.09,9.35,Debit Card,2,2023-05-03,4,Desktop,Facebook,220,3,0,2,475,0
9603,43,Female,Canada,8105,Electronics,599.16,18.63,Credit Card,1,2022-03-22,5,Tablet,Google,127,1,0,4,92,0
9604,35,Male,USA,9143,Beauty,730.39,32.62,Credit Card,1,2022-08-06,3,Tablet,Facebook,835,2,0,2,308,0
9605,26,Male,India,3464,Books,703.21,39.93,Credit Card,1,2023-03-12,8,Tablet,Email,126,29,0,1,408,0
9606,55,Male,Canada,6504,Home,380.7,46.41,UPI,4,2023-04-30,1,Tablet,Google,812,35,0,5,139,1
9607,40,Female,UK,9029,Sports,209.2,25.95,UPI,3,2023-09-07,4,Desktop,Instagram,654,9,0,3,361,0
9608,38,Female,UK,3573,Clothing,896.68,27.75,PayPal,3,2023-01-25,3,Tablet,Google,66,25,0,2,396,0
9609,18,Male,USA,3980,Home,970.83,18.35,Cash,2,2023-06-26,1,Mobile,Instagram,511,33,0,2,77,0
9610,38,Male,Canada,4620,Electronics,699.37,2.47,UPI,2,2023-12-28,4,Mobile,Direct,116,8,1,2,265,0
9611,44,Female,India,9692,Electronics,779.23,13.32,Cash,1,2023-04-03,2,Tablet,Google,981,45,0,1,285,0
9612,59,Female,Australia,7114,Sports,750.68,46.74,PayPal,4,2023-09-02,2,Desktop,Email,494,8,0,1,5,0
9613,23,Male,India,2549,Beauty,475.56,48.98,PayPal,1,2022-05-25,7,Desktop,Google,468,46,0,3,232,0
9614,61,Other,Australia,5425,Beauty,483.13,16.94,Credit Card,2,2022-04-06,1,Mobile,Facebook,686,14,0,4,17,0
9615,53,Other,Australia,4223,Home,867.59,7.13,Debit Card,3,2023-06-03,6,Tablet,Email,991,9,0,2,446,0
9616,45,Other,Australia,6476,Sports,303.71,49.86,Debit Card,4,2023-02-26,7,Desktop,Email,708,22,0,5,339,0
9617,62,Female,UK,6153,Clothing,704.08,42.76,PayPal,2,2023-06-16,5,Desktop,Email,742,32,0,1,214,0
9618,34,Other,Germany,2652,Books,412.92,31.27,Cash,3,2022-12-24,1,Mobile,Google,618,28,0,3,105,0
9619,57,Other,Canada,7985,Electronics,189.67,44.37,Cash,3,2022-09-20,5,Desktop,Facebook,550,19,0,5,5,0
9620,69,Female,USA,2997,Sports,699.29,18.24,Cash,2,2023-09-23,3,Mobile,Direct,813,38,0,3,383,0
9621,20,Other,USA,8099,Clothing,602.33,22.98,Debit Card,4,2022-12-15,4,Desktop,Direct,700,19,0,2,206,0
9622,29,Male,Australia,3763,Electronics,755.79,10.11,Cash,4,2023-03-30,8,Desktop,Direct,967,21,0,2,357,0
9623,56,Female,Canada,9535,Beauty,905.93,43.06,UPI,4,2023-12-17,6,Desktop,Google,520,4,1,4,261,0
9624,29,Male,Canada,1033,Home,511.79,0.75,Debit Card,1,2022-04-08,7,Desktop,Email,328,31,1,1,53,0
9625,19,Other,Australia,3094,Clothing,888.18,13.06,UPI,1,2022-07-13,5,Desktop,Email,528,49,0,2,428,0
9626,63,Male,USA,2295,Sports,801.79,17.93,Credit Card,1,2022-01-21,2,Tablet,Instagram,428,15,0,4,485,0
9627,39,Female,USA,2457,Beauty,689.74,41.14,PayPal,3,2023-11-20,1,Tablet,Google,916,38,0,4,271,0
9628,40,Other,India,3411,Sports,853.59,24.89,UPI,2,2022-05-06,4,Desktop,Instagram,577,11,0,2,91,0
9629,47,Female,USA,1945,Home,904.03,47.72,Debit Card,2,2022-11-10,7,Desktop,Instagram,916,36,0,3,43,1
9630,22,Other,Australia,9883,Books,329.68,13.32,Debit Card,4,2023-09-20,4,Mobile,Instagram,316,32,0,1,253,0
9631,26,Female,UK,7530,Home,661.55,13.55,PayPal,1,2022-04-02,3,Mobile,Facebook,357,23,0,2,413,0
9632,38,Female,USA,8625,Books,174.08,4.7,Credit Card,3,2022-03-22,5,Tablet,Facebook,784,1,0,2,333,0
9633,28,Male,USA,8847,Books,662.47,28.35,Cash,3,2022-11-07,9,Mobile,Facebook,104,48,0,1,375,0
9634,22,Female,UK,4584,Clothing,748.04,43.96,Credit Card,1,2022-10-12,5,Mobile,Facebook,379,43,0,2,105,0
9635,52,Female,UK,2286,Home,459.72,13.17,Debit Card,1,2022-05-10,7,Tablet,Email,444,3,0,4,495,0
9636,44,Male,Canada,5318,Books,238.6,11.51,Cash,3,2022-02-05,1,Mobile,Google,539,28,0,4,112,0
9637,66,Other,Australia,1505,Home,334.59,14.72,UPI,2,2023-03-03,1,Tablet,Email,322,44,0,3,38,0
9638,19,Other,Australia,1823,Sports,219.03,22.41,Cash,4,2023-02-14,2,Tablet,Google,674,47,0,3,86,0
9639,41,Female,USA,1527,Clothing,209.78,28.46,Debit Card,1,2023-05-01,5,Tablet,Direct,951,20,0,3,326,0
9640,48,Male,UK,4349,Home,169.94,39.5,PayPal,4,2022-06-23,1,Mobile,Direct,73,19,1,5,89,0
9641,50,Other,India,9308,Electronics,901.67,40.97,Cash,3,2022-11-24,1,Desktop,Instagram,757,45,0,4,293,1
9642,56,Male,Germany,9941,Beauty,875.51,0.08,Cash,2,2022-07-15,3,Mobile,Email,430,46,0,3,181,1
9643,47,Female,UK,7144,Home,918.97,35.75,Cash,3,2022-02-28,5,Mobile,Facebook,639,42,0,2,372,0
9644,63,Male,Germany,9193,Home,277.24,8.49,Credit Card,3,2023-07-06,4,Mobile,Direct,566,3,0,2,365,0
9645,54,Female,USA,8898,Home,304.67,45.66,Credit Card,1,2023-04-20,5,Desktop,Direct,863,16,0,1,495,1
9646,68,Other,India,6579,Books,404.99,36.97,UPI,1,2023-08-10,7,Desktop,Instagram,486,38,0,5,135,0
9647,45,Other,Australia,5165,Beauty,520.99,33.26,Debit Card,1,2022-10-21,1,Tablet,Facebook,699,25,0,5,308,0
9648,48,Other,India,8204,Sports,46.7,42.94,PayPal,2,2023-04-19,2,Desktop,Direct,507,29,0,4,322,0
9649,28,Other,Australia,8184,Clothing,475.85,18.17,PayPal,4,2023-04-12,8,Desktop,Google,578,20,0,3,475,0
9650,40,Male,Canada,1005,Clothing,84.22,26.89,PayPal,2,2023-07-30,1,Mobile,Email,527,35,0,3,234,0
9651,19,Male,Australia,2235,Clothing,840.46,22.41,Credit Card,1,2022-11-29,7,Mobile,Google,605,20,0,2,48,0
9652,57,Male,Australia,7929,Clothing,942.5,25.45,Credit Card,3,2022-09-02,7,Tablet,Direct,520,15,0,4,382,0
9653,58,Female,Canada,4720,Clothing,138.36,2.6,PayPal,2,2022-09-19,4,Mobile,Google,862,14,0,1,4,0
9654,44,Other,USA,9735,Electronics,991.86,10.31,Cash,1,2022-08-15,7,Tablet,Direct,820,17,0,3,431,1
9655,52,Other,UK,2168,Books,459.61,32.1,Credit Card,4,2023-07-08,5,Tablet,Direct,175,26,0,5,375,0
9656,19,Other,India,5236,Sports,538.6,45.28,UPI,4,2023-08-16,2,Tablet,Google,64,39,0,5,240,0
9657,56,Male,USA,4584,Sports,542.96,44.71,Debit Card,1,2023-12-23,6,Tablet,Instagram,42,11,1,5,495,0
9658,54,Male,USA,4621,Home,846.04,37.62,Cash,2,2023-11-06,8,Tablet,Instagram,602,47,0,1,365,0
9659,38,Other,Australia,1037,Beauty,119.77,39.68,PayPal,3,2023-09-17,1,Desktop,Direct,954,42,0,4,302,0
9660,22,Female,UK,3595,Clothing,707.59,17.84,UPI,3,2023-09-30,7,Desktop,Email,824,15,0,5,23,0
9661,69,Male,India,9802,Clothing,668.19,3.05,Debit Card,4,2022-10-09,7,Desktop,Direct,455,30,0,1,411,0
9662,62,Other,Australia,3841,Sports,968.89,42.02,Debit Card,2,2022-03-28,2,Desktop,Direct,85,13,0,1,216,0
9663,38,Other,Australia,9495,Sports,702.0,43.43,Debit Card,2,2023-03-16,3,Tablet,Google,381,31,0,2,265,1
9664,46,Other,India,9359,Beauty,984.36,29.4,Cash,2,2022-05-27,9,Mobile,Facebook,104,10,0,5,431,0
9665,37,Female,India,6831,Books,515.63,8.14,Cash,4,2022-01-11,2,Tablet,Email,142,31,0,3,108,0
9666,55,Other,Canada,3451,Beauty,106.15,42.71,Credit Card,4,2023-10-18,3,Tablet,Instagram,679,40,0,2,129,0
9667,37,Male,India,2276,Beauty,990.28,18.07,Debit Card,4,2022-05-01,4,Desktop,Email,418,7,0,3,15,0
9668,67,Female,Germany,3523,Clothing,540.69,16.65,Debit Card,3,2023-05-16,5,Tablet,Email,649,4,0,4,419,0
9669,42,Female,Australia,4420,Sports,662.63,40.39,Debit Card,3,2022-09-06,4,Desktop,Facebook,470,25,0,5,21,0
9670,19,Other,UK,8668,Books,386.34,39.34,Cash,4,2023-08-16,3,Mobile,Google,327,27,0,4,248,0
9671,49,Male,India,9152,Electronics,183.82,40.45,Cash,3,2022-04-17,9,Mobile,Facebook,373,36,1,3,222,0
9672,43,Male,UK,2113,Books,964.71,34.2,PayPal,4,2023-04-20,1,Desktop,Direct,678,16,0,2,258,0
9673,23,Other,UK,1883,Beauty,645.62,24.83,Credit Card,1,2022-09-04,4,Mobile,Instagram,928,18,0,3,105,0
9674,58,Other,Germany,6561,Books,392.07,48.52,Cash,1,2023-04-14,6,Mobile,Google,94,46,0,1,17,0
9675,20,Male,India,5160,Books,624.46,27.46,Debit Card,4,2023-02-02,4,Desktop,Instagram,56,29,0,3,218,0
9676,50,Female,UK,2435,Books,415.61,43.88,Debit Card,3,2023-09-13,9,Mobile,Facebook,746,17,0,5,355,0
9677,18,Female,Australia,6644,Beauty,956.92,37.55,Cash,1,2022-05-28,5,Mobile,Facebook,711,22,0,5,419,0
9678,68,Other,India,7716,Sports,299.77,6.13,UPI,1,2023-06-05,7,Mobile,Instagram,117,14,0,4,175,1
9679,22,Other,Germany,4540,Electronics,862.85,49.55,PayPal,1,2022-04-19,8,Desktop,Email,247,49,0,5,360,0
9680,30,Male,Canada,4466,Clothing,392.26,46.32,Cash,3,2022-10-20,5,Mobile,Direct,222,35,0,3,172,0
9681,36,Male,Canada,1602,Clothing,184.3,28.1,Credit Card,2,2023-10-02,3,Desktop,Direct,999,17,0,3,308,0
